"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"13",16.0,18.0,25.0,7.0,"false","true","false","false",22.0,12105.0,145237.0,134.588,118.0,"false","17.939177","1.9391770000000008","-0.06082299999999918"
"14",15.0,19.0,20.0,1.0,"false","true","false","false",20.0,12105.0,146931.0,1.413,0.0,"true","16.68553","1.68553","-2.31447"
"15",19.0,22.0,25.0,3.0,"false","true","false","false",24.0,12105.0,145174.0,43.517,0.0,"false","20.174825","1.1748249999999985","-1.8251750000000015"
"16",15.0,21.0,26.0,5.0,"false","true","false","false",24.0,12105.0,145342.0,9.55,0.0,"false","18.05103","3.051030000000001","-2.948969999999999"
"17",16.0,20.0,24.0,4.0,"false","true","false","false",22.0,12105.0,146218.0,7.516,0.0,"false","17.4625","1.4624999999999986","-2.5375000000000014"
"18",20.0,24.0,28.0,4.0,"false","true","false","false",26.0,12105.0,144936.0,101.693,0.0,"false","21.742718","1.742718","-2.257282"
"19",16.0,22.0,28.0,6.0,"false","true","false","false",23.0,12105.0,144869.0,22.009,0.0,"false","18.873298","2.8732979999999984","-3.1267020000000016"
"20",16.0,19.0,20.0,1.0,"false","true","false","false",20.0,12105.0,146131.0,1.861,0.0,"true","17.322222","1.322222","-1.677778"
"21",17.0,20.0,30.0,10.0,"false","true","false","false",23.0,12105.0,145179.0,51.325,0.0,"false","18.573457","1.5734570000000012","-1.4265429999999988"
"22",16.0,19.0,23.0,4.0,"false","true","false","false",20.0,12105.0,144964.0,7.959,0.0,"false","17.035714","1.0357139999999987","-1.9642860000000013"
"23",18.0,20.0,28.0,8.0,"false","true","false","false",23.0,12105.0,145507.0,17.308,0.0,"false","19.445601","1.445601","-0.5543990000000001"
"24",17.0,20.0,23.0,3.0,"false","true","false","false",21.0,12105.0,145566.0,2.917,0.0,"false","18.477591","1.4775910000000003","-1.5224089999999997"
"25",18.0,22.0,25.0,3.0,"false","true","false","false",25.0,12105.0,145053.0,520.12,1083.0,"true","19.125","1.125","-2.875"
"26",22.0,26.0,29.0,3.0,"false","true","false","false",26.0,12105.0,142460.0,7.209,0.0,"false","23.166667","1.1666670000000003","-2.8333329999999997"
"27",17.0,20.0,26.0,6.0,"false","true","false","false",22.0,12105.0,145042.0,8.026,0.0,"false","18.927389","1.9273890000000016","-1.0726109999999984"
"28",18.0,19.0,25.0,6.0,"false","true","false","false",23.0,12105.0,145276.0,30.947,9.0,"false","18.99914","0.9991400000000006","-0.0008599999999994168"
"29",20.0,23.0,25.0,2.0,"false","true","false","false",24.0,12105.0,145337.0,10.422,0.0,"false","21.051282","1.0512820000000005","-1.9487179999999995"
"30",15.0,16.0,16.0,0.0,"true",NA,NA,NA,16.0,NA,NA,NA,NA,"true",NA,NA,NA
"31",15.0,19.0,21.0,2.0,"false","true","false","false",19.0,12105.0,145667.0,2.952,0.0,"false","16.877271","1.8772710000000004","-2.1227289999999996"
"32",18.0,20.0,30.0,10.0,"false","true","false","false",24.0,12105.0,144272.0,35.458,0.0,"false","19.759486","1.759485999999999","-0.240514000000001"
"33",16.0,22.0,24.0,2.0,"false","true","false","false",22.0,12105.0,145662.0,5.981,0.0,"false","17.999138","1.9991379999999985","-4.0008620000000015"
"34",18.0,23.0,26.0,3.0,"false","true","false","false",24.0,12105.0,145634.0,6.598,0.0,"false","19.760073","1.7600729999999984","-3.2399270000000016"
"35",18.0,22.0,28.0,6.0,"false","true","false","false",26.0,12105.0,144945.0,708.95,263.0,"false","19.664062","1.6640620000000013","-2.3359379999999987"
"36",17.0,21.0,24.0,3.0,"false","true","false","false",23.0,12105.0,144874.0,9.059,0.0,"false","18.978953","1.9789530000000006","-2.0210469999999994"
"37",16.0,20.0,25.0,5.0,"false","true","false","false",23.0,12105.0,145652.0,7.567,0.0,"false","18.415348","2.4153480000000016","-1.5846519999999984"
"38",19.0,22.0,26.0,4.0,"false","true","false","false",24.0,12105.0,144712.0,18.159,0.0,"false","20.480875","1.480875000000001","-1.519124999999999"
"39",15.0,17.0,20.0,3.0,"false","true","false","false",18.0,12105.0,146313.0,5.699,0.0,"false","16.023116","1.0231160000000017","-0.9768839999999983"
"40",17.0,20.0,23.0,3.0,"false","true","false","false",21.0,12105.0,145942.0,12.029,0.0,"false","18.419825","1.4198249999999994","-1.5801750000000006"
