"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"12",22.0,25.0,32.0,7.0,"false","false","true","false",NA,28343.0,431585.0,NA,NA,"false","23.833451","1.8334510000000002","-1.1665489999999998"
"13",23.0,28.0,29.0,1.0,"false","true","false","false",29.0,28343.0,430628.0,36.71,0.0,"true","24.610166","1.6101659999999995","-3.3898340000000005"
"14",23.0,24.0,27.0,3.0,"false","true","false","false",27.0,28343.0,431384.0,123.17,0.0,"true","24.059563","1.0595630000000007","0.0595630000000007"
"15",24.0,31.0,39.0,8.0,"false","true","false","false",33.0,28343.0,430291.0,1450.77,115.0,"false","26.142182","2.1421819999999983","-4.857818000000002"
"16",21.0,26.0,31.0,5.0,"false","true","false","false",29.0,28343.0,430964.0,150.628,0.0,"false","22.937261","1.9372609999999995","-3.0627390000000005"
"17",16.0,21.0,23.0,2.0,"false","true","false","false",22.0,28343.0,434227.0,26.154,0.0,"false","18.046385","2.046385000000001","-2.953614999999999"
"18",21.0,27.0,34.0,7.0,"false","true","false","false",30.0,28343.0,430751.0,730.46,0.0,"false","23.539658","2.5396579999999993","-3.4603420000000007"
"19",20.0,22.0,27.0,5.0,"false","false","true","false",NA,28343.0,430910.0,NA,NA,"false","21.569618","1.5696179999999984","-0.4303820000000016"
"20",25.0,26.0,28.0,2.0,"false","true","false","false",28.0,28343.0,430962.0,35.353,0.0,"true","25.755","0.754999999999999","-0.245000000000001"
"21",23.0,26.0,30.0,4.0,"false","true","false","false",29.0,28343.0,430836.0,446.437,0.0,"false","24.275332","1.2753319999999988","-1.7246680000000012"
"22",22.0,32.0,37.0,5.0,"false","true","false","false",33.0,28343.0,429383.0,1755.328,15.0,"false","24.696861","2.6968609999999984","-7.303139000000002"
"23",19.0,22.0,22.0,0.0,"true",NA,NA,NA,22.0,NA,NA,NA,NA,"true",NA,NA,NA
"24",21.0,23.0,24.0,1.0,"false","true","false","false",24.0,28343.0,433673.0,9.624,0.0,"true","21.835469","0.8354689999999998","-1.1645310000000002"
"25",20.0,22.0,24.0,2.0,"false","true","false","false",23.0,28343.0,433426.0,15.467,0.0,"false","20.892373","0.8923729999999992","-1.1076270000000008"
"26",21.0,24.0,29.0,5.0,"false","true","false","false",27.0,28343.0,430801.0,1616.598,77.0,"false","22.130022","1.1300220000000003","-1.8699779999999997"
"27",25.0,28.0,37.0,9.0,"false","false","true","false",NA,28343.0,425993.0,NA,NA,"false","26.168898","1.1688979999999987","-1.8311020000000013"
"28",24.0,26.0,28.0,2.0,"false","true","false","false",27.0,28343.0,432787.0,27.691,0.0,"false","24.802865","0.8028650000000006","-1.1971349999999994"
"29",21.0,22.0,27.0,5.0,"false","true","false","false",24.0,28343.0,432520.0,30.489,0.0,"false","21.730565","0.7305649999999986","-0.2694350000000014"
"30",25.0,27.0,34.0,7.0,"false","false","true","false",NA,28343.0,428621.0,NA,NA,"false","26.302089","1.3020889999999987","-0.6979110000000013"
"31",23.0,25.0,31.0,6.0,"false","true","false","false",27.0,28343.0,433346.0,30.267,0.0,"false","24.031817","1.0318170000000002","-0.9681829999999998"
"32",23.0,26.0,27.0,1.0,"false","true","false","false",27.0,28343.0,432335.0,5.692,0.0,"true","24.109546","1.1095460000000017","-1.8904539999999983"
"33",24.0,29.0,31.0,2.0,"false","true","false","false",30.0,28343.0,428511.0,193.443,0.0,"false","25.661194","1.6611939999999983","-3.3388060000000017"
"34",19.0,28.0,28.0,0.0,"true",NA,NA,NA,28.0,NA,NA,NA,NA,"true",NA,NA,NA
"35",21.0,23.0,28.0,5.0,"false","true","false","false",25.0,28343.0,431084.0,311.48,44.0,"false","21.730628","0.7306279999999994","-1.2693720000000006"
"36",21.0,23.0,25.0,2.0,"false","true","false","false",24.0,28343.0,433217.0,48.686,0.0,"false","21.639394","0.6393939999999994","-1.3606060000000006"
"37",21.0,28.0,41.0,13.0,"false","true","false","false",30.0,28343.0,428308.0,2206.982,0.0,"false","23.777454","2.7774539999999988","-4.222546000000001"
"38",21.0,25.0,33.0,8.0,"false","false","true","false",NA,28343.0,430492.0,NA,NA,"false","23.215572","2.2155720000000017","-1.7844279999999983"
"39",23.0,27.0,27.0,0.0,"true",NA,NA,NA,27.0,NA,NA,NA,NA,"true",NA,NA,NA
"40",24.0,25.0,26.0,1.0,"false","true","false","false",26.0,28343.0,431384.0,13.763,0.0,"true","24.469213","0.4692129999999999","-0.5307870000000001"
