"Instance","Blocking","Lower_Bound","Upper_Bound","Gap","Trivial_Instance","Opt_Solved","Timed_Out","Memory_Out","Opt_Value","Num_Variables","Num_Constraints","Solving_Time","Nodes_Iterations","UB_Opt","LP_Relax","LP_Diff_Blocking","LP_Diff_LB"
"14",9.0,10.0,16.0,6.0,"false","true","false","false",13.0,2005.0,16207.0,0.374,0.0,"false","10.195599","1.1955989999999996","0.19559899999999963"
"15",5.0,7.0,8.0,1.0,"false","true","false","false",8.0,2005.0,16678.0,0.038,0.0,"true","6.166667","1.1666670000000003","-0.8333329999999997"
"16",9.0,11.0,14.0,3.0,"false","true","false","false",12.0,2005.0,16221.0,0.587,0.0,"false","10.357143","1.3571430000000007","-0.6428569999999993"
"17",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,2005.0,16377.0,0.084,0.0,"true","7.357143","1.3571429999999998","-0.6428570000000002"
"18",9.0,11.0,13.0,2.0,"false","true","false","false",12.0,2005.0,16117.0,0.649,0.0,"false","10.329154","1.3291540000000008","-0.6708459999999992"
"19",8.0,11.0,12.0,1.0,"false","true","false","false",11.0,2005.0,16265.0,0.102,0.0,"false","9.750529","1.7505290000000002","-1.2494709999999998"
"20",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"21",8.0,11.0,14.0,3.0,"false","true","false","false",11.0,2005.0,16253.0,0.129,0.0,"false","9.285714","1.2857140000000005","-1.7142859999999995"
"22",5.0,8.0,13.0,5.0,"false","true","false","false",9.0,2005.0,16415.0,0.084,0.0,"false","7.207668","2.207668","-0.792332"
"23",8.0,9.0,12.0,3.0,"false","true","false","false",10.0,2005.0,16438.0,0.089,0.0,"false","9.239892","1.2398919999999993","0.23989199999999933"
"24",6.0,8.0,10.0,2.0,"false","true","false","false",9.0,2005.0,16543.0,0.06,0.0,"false","7.521913","1.5219129999999996","-0.4780870000000004"
"25",7.0,9.0,12.0,3.0,"false","true","false","false",11.0,2005.0,16422.0,0.389,0.0,"false","8.363636","1.3636359999999996","-0.6363640000000004"
"26",8.0,9.0,11.0,2.0,"false","true","false","false",9.0,2005.0,16487.0,0.074,0.0,"false","8.566038","0.5660380000000007","-0.4339619999999993"
"27",9.0,10.0,13.0,3.0,"false","true","false","false",12.0,2005.0,16379.0,0.141,0.0,"false","9.797701","0.797701","-0.202299"
"28",6.0,8.0,9.0,1.0,"false","true","false","false",9.0,2005.0,16426.0,0.099,0.0,"true","7.368889","1.3688890000000002","-0.6311109999999998"
"29",8.0,10.0,11.0,1.0,"false","true","false","false",11.0,2005.0,16474.0,0.072,0.0,"true","9.091991","1.0919910000000002","-0.9080089999999998"
"30",7.0,10.0,11.0,1.0,"false","true","false","false",11.0,2005.0,16355.0,0.092,0.0,"true","8.997238","1.9972379999999994","-1.0027620000000006"
"31",7.0,9.0,9.0,0.0,"true",NA,NA,NA,9.0,NA,NA,NA,NA,"true",NA,NA,NA
"32",7.0,8.0,8.0,0.0,"true",NA,NA,NA,8.0,NA,NA,NA,NA,"true",NA,NA,NA
"33",7.0,12.0,13.0,1.0,"false","true","false","false",13.0,2005.0,16247.0,0.111,0.0,"true","9.709626","2.709626","-2.290374"
"34",7.0,8.0,9.0,1.0,"false","true","false","false",9.0,2005.0,16497.0,0.058,0.0,"true","7.597143","0.597143","-0.402857"
"35",11.0,13.0,14.0,1.0,"false","true","false","false",13.0,2005.0,16138.0,0.161,0.0,"false","11.666667","0.6666670000000003","-1.3333329999999997"
"36",9.0,11.0,14.0,3.0,"false","true","false","false",13.0,2005.0,16277.0,0.18,0.0,"false","10.385714","1.3857140000000001","-0.6142859999999999"
"37",8.0,8.0,9.0,1.0,"false","true","false","false",9.0,2005.0,16604.0,0.083,0.0,"true","8.178571","0.1785709999999998","0.1785709999999998"
"38",8.0,12.0,14.0,2.0,"false","true","false","false",13.0,2005.0,16218.0,0.14,0.0,"false","9.746032","1.7460319999999996","-2.2539680000000004"
"39",7.0,10.0,14.0,4.0,"false","true","false","false",12.0,2005.0,16186.0,0.152,0.0,"false","9.547379","2.5473789999999994","-0.4526210000000006"
"40",8.0,13.0,14.0,1.0,"false","true","false","false",14.0,2005.0,16132.0,0.14,0.0,"true","10.669559","2.6695589999999996","-2.3304410000000004"
